"HRV Analysis, CH14, ECG, Y, RSPEC-R",,
0.83,,
0.811,,
0.793,,
0.818,,
0.804,,
0.83,,
0.818,,
0.803,,
0.812,,
0.77,,
0.788,,
0.786,,
0.755,,
0.792,,
0.824,,
0.822,,
0.869,,
0.85,,
0.828,,
0.816,,
0.762,,
0.741,,
0.719,,
0.73,,
0.845,,
0.849,,
0.843,,
0.846,,
0.835,,
0.816,,
0.805,,
0.783,,
0.773,,
0.745,,
0.776,,
0.799,,
0.767,,
0.784,,
0.814,,
0.852,,
0.881,,
0.886,,
0.826,,
0.816,,
0.792,,
0.787,,
0.752,,
0.756,,
0.738,,
0.741,,
0.738,,
0.744,,
0.782,,
0.796,,
0.767,,
0.766,,
0.733,,
0.715,,
0.761,,
0.756,,
0.78,,
0.825,,
0.778,,
0.773,,
0.754,,
0.774,,
0.802,,
0.806,,
0.775,,
0.79,,
0.782,,
0.832,,
0.916,,
0.869,,
0.818,,
0.802,,
0.818,,
0.82,,
0.816,,
0.828,,
0.888,,
0.863,,
0.802,,
0.8,,
0.796,,
0.841,,
0.888,,
0.842,,
0.84,,
0.822,,
0.821,,
0.849,,
0.879,,
0.815,,
0.814,,
0.802,,
0.821,,
0.903,,
0.846,,
0.817,,
0.786,,
0.764,,
0.761,,
0.767,,
0.759,,
0.739,,
0.694,,
0.697,,
0.72,,
0.734,,
0.778,,
0.761,,
0.779,,
0.783,,
0.788,,
0.81,,
0.805,,
0.797,,
0.801,,
0.779,,
0.805,,
0.786,,
0.794,,
0.815,,
0.809,,
0.826,,
0.789,,
0.804,,
0.775,,
0.766,,
0.761,,
0.738,,
0.77,,
0.774,,
0.747,,
0.743,,
0.728,,
0.719,,
0.746,,
0.756,,
0.768,,
0.767,,
0.743,,
0.758,,
0.751,,
0.732,,
0.747,,
0.729,,
0.743,,
0.75,,
0.745,,
0.758,,
0.758,,
0.733,,
0.748,,
0.753,,
0.755,,
0.755,,
0.743,,
0.747,,
0.739,,
0.739,,
0.757,,
0.774,,
0.75,,
0.768,,
0.754,,
0.776,,
0.754,,
0.743,,
0.745,,
0.746,,
0.73,,
0.74,,
0.726,,
0.734,,
0.736,,
0.735,,
0.771,,
0.758,,
0.753,,
0.745,,
0.737,,
0.744,,
0.741,,
0.725,,
0.724,,
0.704,,
0.709,,
0.699,,
0.679,,
0.685,,
0.712,,
0.739,,
0.749,,
0.786,,
0.77,,
0.796,,
0.819,,
0.809,,
0.802,,
0.792,,
0.758,,
0.792,,
0.82,,
0.823,,
0.796,,
0.813,,
0.778,,
0.799,,
0.829,,
0.838,,
0.856,,
0.834,,
0.767,,
0.771,,
0.767,,
0.774,,
0.808,,
0.861,,
0.819,,
0.854,,
0.86,,
0.834,,
0.86,,
0.866,,
0.833,,
0.836,,
0.842,,
0.811,,
0.81,,
0.806,,
0.819,,
0.88,,
0.865,,
0.878,,
0.916,,
0.858,,
0.83,,
0.824,,
0.826,,
0.808,,
0.86,,
0.898,,
0.852,,
0.883,,
0.861,,
0.884,,
0.854,,
0.847,,
0.853,,
0.852,,
0.876,,
0.971,,
0.892,,
0.866,,
0.873,,
0.844,,
0.897,,
0.878,,
0.899,,
0.965,,
0.966,,
0.871,,
0.863,,
0.872,,
0.839,,
0.863,,
0.923,,
0.873,,
0.861,,
0.865,,
0.836,,
0.855,,
0.854,,
0.79,,
0.801,,
0.817,,
0.776,,
0.813,,
0.839,,
0.856,,
0.89,,
0.895,,
0.794,,
0.822,,
0.802,,
0.829,,
0.9,,
0.896,,
0.839,,
0.869,,
0.927,,
0.94,,
0.864,,
0.821,,
0.844,,
0.855,,
0.86,,
0.792,,
0.808,,
0.789,,
0.844,,
0.914,,
0.795,,
0.788,,
0.77,,
0.794,,
0.875,,
0.878,,
0.792,,
0.788,,
0.786,,
0.832,,
0.822,,
0.811,,
0.811,,
0.824,,
0.825,,
0.794,,
0.767,,
0.778,,
0.767,,
0.783,,
0.762,,
0.742,,
0.718,,
0.748,,
0.809,,
0.789,,
0.761,,
0.781,,
0.815,,
0.768,,
0.756,,
0.756,,
0.749,,
0.774,,
0.819,,
0.813,,
0.775,,
0.778,,
0.78,,
0.805,,
0.783,,
0.761,,
0.761,,
0.783,,
0.808,,
0.866,,
0.847,,
0.791,,
0.783,,
0.822,,
0.787,,
0.784,,
0.752,,
0.714,,
0.705,,
0.708,,
0.745,,
0.733,,
0.788,,
0.845,,
0.824,,
0.833,,
0.791,,
0.804,,
0.776,,
0.745,,
0.753,,
0.745,,
0.732,,
0.742,,
0.74,,
0.758,,
0.745,,
0.75,,
0.761,,
0.725,,
0.741,,
0.736,,
0.721,,
0.722,,
0.702,,
0.685,,
0.685,,
0.679,,
0.682,,
0.683,,
0.664,,
0.673,,
0.677,,
0.696,,
0.704,,
0.709,,
0.709,,
0.69,,
0.699,,
0.698,,
0.691,,
0.699,,
0.709,,
0.73,,
0.735,,
0.702,,
0.712,,
0.713,,
0.699,,
0.708,,
0.711,,
0.731,,
0.716,,
0.724,,
0.716,,
0.735,,
0.737,,
0.738,,
0.76,,
0.757,,
0.732,,
0.741,,
0.736,,
0.735,,
0.75,,
0.756,,
0.75,,
0.761,,
0.769,,
0.745,,
0.75,,
0.739,,
0.723,,
0.737,,
0.755,,
0.736,,
0.752,,
0.758,,
0.75,,
0.751,,
0.744,,
0.746,,
0.757,,
0.76,,
0.736,,
0.732,,
0.707,,
0.678,,
0.67,,
0.689,,
0.708,,
0.787,,
0.799,,
0.84,,
0.847,,
0.816,,
0.798,,
0.809,,
0.822,,
0.823,,
0.866,,
0.823,,
0.89,,
0.869,,
0.814,,
0.771,,
0.736,,
0.713,,
0.778,,
0.825,,
0.913,,
0.844,,
0.849,,
0.821,,
0.827,,
0.83,,
0.836,,
0.816,,
0.831,,
0.879,,
0.96,,
0.897,,
0.844,,
0.814,,
0.826,,
0.806,,
0.84,,
0.846,,
0.907,,
0.919,,
0.817,,
0.806,,
0.769,,
0.789,,
0.824,,
0.89,,
0.837,,
0.822,,
0.799,,
0.856,,
0.838,,
0.804,,
0.82,,
0.84,,
0.869,,
0.921,,
0.92,,
0.919,,
0.851,,
0.837,,
0.788,,
0.803,,
0.801,,
0.827,,
0.88,,
0.885,,
0.955,,
0.949,,
0.909,,
0.834,,
0.851,,
0.85,,
0.82,,
0.874,,
0.94,,
0.912,,
0.783,,
0.757,,
0.722,,
0.703,,
0.724,,
0.913,,
0.888,,
0.905,,
1.001,,
1.003,,
1.032,,
0.913,,
0.829,,
0.846,,
0.837,,
0.897,,
0.925,,
0.863,,
0.831,,
0.803,,
0.831,,
0.933,,
0.856,,
0.798,,
0.809,,
0.809,,
0.803,,
0.905,,
0.875,,
0.818,,
0.78,,
0.742,,
0.738,,
0.75,,
0.76,,
0.793,,
0.815,,
0.805,,
0.766,,
0.743,,
0.846,,
0.802,,
0.8,,
0.759,,
0.739,,
0.731,,
0.733,,
0.766,,
0.826,,
0.823,,
0.814,,
0.816,,
0.81,,
0.868,,
0.808,,
0.795,,
0.792,,
0.774,,
0.772,,
0.767,,
0.742,,
0.75,,
0.756,,
0.779,,
0.797,,
0.766,,
0.778,,
0.793,,
0.783,,
0.774,,
0.767,,
0.773,,
0.795,,
0.772,,
0.757,,
0.753,,
0.758,,
0.72,,
0.732,,
0.765,,
0.791,,
0.793,,
0.79,,
0.758,,
0.772,,
,,
Power in the very low frequency band:,0.000764879,sec^2/Hz
Power in the low frequency band:,0.00125668,sec^2/Hz
Power in the high frequency band:,0.00128724,sec^2/Hz
Power in the very high frequency band:,0.00012877,sec^2/Hz
Sympathetic:,0.493993,
Vagal:,0.506007,
Sympathetic-vagal balance:,0.976258,
